,TRDAR_SE_C,TRDAR_SE_1,TRDAR_CD,TRDAR_CD_N,XCNTS_VALU,YDNTS_VALU,SIGNGU_CD,ADSTRD_CD,STDR_YM_CD
1472,D,발달상권,1001181,서울 광진구 군자역,206935,450796,11215,11215730,201810
1473,D,발달상권,1001123,학동사거리_1,203226,446892,11680,11680531,201810
1474,R,전통시장,1001490,길동복조리시장,212698,448781,11740,11740685,201810
1475,R,전통시장,1001332,사가정시장,207989,453527,11260,11260575,201810
1476,R,전통시장,1001333,중화제일시장,206662,456140,11260,11260630,201810
1477,R,전통시장,1001334,태능시장,206759,455413,11260,11260610,201810
1478,R,전통시장,1001335,묵1동도깨비시장,207147,457479,11260,11260620,201810
1479,R,전통시장,1001336,우림골목시장,208659,455348,11260,11260655,201810
1480,R,전통시장,1001337,유영시장,208553,454672,11260,11260660,201810
1481,R,전통시장,1001338,돈암제일시장,201402,454703,11290,11290555,201810
1482,R,전통시장,1001377,영천시장,196581,452325,11410,11410520,201810
1483,A,골목상권,1000379,동일로173가길,206395,458052,11350,11350595,201810
1484,A,골목상권,1000380,동일로192길,206671,458471,11350,11350595,201810
1485,A,골목상권,1000381,동일로242길,205175,463916,11350,11350630,201810
1486,A,골목상권,1000071,이태원로54길,200121,448560,11170,11170685,201810
1487,A,골목상권,1000072,장문로45길,200041,447690,11170,11170700,201810
1488,A,골목상권,1000073,청파로47길,197165,449449,11170,11170555,201810
1489,D,발달상권,1001042,서울 서초구 남부터미널역_3,201432,443037,11650,11650510,201810
1490,D,발달상권,1001043,동작구 총신대입구역_2,198499,442941,11650,11650621,201810
1491,D,발달상권,1001044,양재역_3,202755,443008,11650,11650520,201810
1492,D,발달상권,1001030,양재역_2,203216,442691,11650,11650651,201810
1493,D,발달상권,1001031,서울 관악구 신림역_1,193706,442615,11620,11620645,201810
1494,D,발달상권,1001032,서울 관악구 신림역_2,193880,442602,11620,11620645,201810
1495,D,발달상권,1001033,서울 서초구 남부터미널역_1,201661,442764,11650,11650510,201810
