,TRDAR_SE_C,TRDAR_SE_1,TRDAR_CD,TRDAR_CD_N,XCNTS_VALU,YDNTS_VALU,SIGNGU_CD,ADSTRD_CD,STDR_YM_CD
0,R,전통시장,1001453,낙성대시장,196121,442084,11620,11620585,201810
1,R,전통시장,1001454,봉천제일종합시장,195147,442413,11620,11620595,201810
2,R,전통시장,1001474,도곡시장,204551,444227,11680,11680650,201810
3,R,전통시장,1001475,강남개포시장,206065,443310,11680,11680670,201810
4,R,전통시장,1001412,화곡본동시장,186203,449328,11500,11500590,201810
5,R,전통시장,1001413,까치산시장,186493,448134,11500,11500593,201810
6,R,전통시장,1001414,송화골목시장,185468,449994,11500,11500611,201810
7,R,전통시장,1001452,중부시장,196125,442779,11620,11620575,201810
8,R,전통시장,1001415,방신전통시장,183436,452447,11500,11500630,201810
9,R,전통시장,1001416,공항시장,183061,451453,11500,11500640,201810
10,R,전통시장,1001423,독산동 우시장,190850,440835,11545,11545610,201810
11,R,전통시장,1001424,남문시장,191252,441586,11545,11545630,201810
12,R,전통시장,1001425,푸른터시장,191280,442074,11545,11545630,201810
13,R,전통시장,1001426,대명시장,191352,439419,11545,11545670,201810
14,R,전통시장,1001427,현대시장,191405,439748,11545,11545670,201810
15,R,전통시장,1001428,박미시장,191603,437870,11545,11545690,201810
16,R,전통시장,1001429,은행나무시장,191997,439104,11545,11545710,201810
17,R,전통시장,1001470,강남시장_강남,201829,446589,11680,11680510,201810
18,R,전통시장,1001372,녹번시장,193917,455718,11380,11380580,201810
19,R,전통시장,1001373,신응암시장,192811,454967,11380,11380590,201810
20,R,전통시장,1001374,대림골목시장,192695,454174,11380,11380600,201810
21,R,전통시장,1001480,새마을시장,207504,445512,11710,11710650,201810
22,R,전통시장,1001440,노량진중앙시장,195108,445854,11590,11590510,201810
23,R,전통시장,1001441,본동인정시장,195635,445813,11590,11590510,201810
24,R,전통시장,1001442,신노량진시장,194668,445449,11590,11590520,201810
25,R,전통시장,1001443,강남시장_동작,195878,444164,11590,11590530,201810
26,R,전통시장,1001444,상도전통시장,195766,444412,11590,11590530,201810
27,R,전통시장,1001445,영도시장,194738,444982,11590,11590540,201810
28,R,전통시장,1001446,성대시장,193926,444480,11590,11590550,201810
29,R,전통시장,1001375,증산종합시장,191630,453574,11380,11380640,201810
30,R,전통시장,1001376,수일시장,190738,453732,11380,11380650,201810
31,R,전통시장,1001460,관악신사시장,192646,442975,11620,11620685,201810
32,R,전통시장,1001461,신림종합시장,192665,442804,11620,11620685,201810
33,R,전통시장,1001462,강남골목시장,191582,442585,11620,11620725,201810
34,R,전통시장,1001463,신림중앙시장,192178,442651,11620,11620725,201810
35,R,전통시장,1001464,삼성동시장,194016,441265,11620,11620745,201810
36,R,전통시장,1001465,신신림시장,193991,441257,11620,11620745,201810
37,R,전통시장,1001466,미성동도깨비시장,192616,441651,11620,11620765,201810
38,R,전통시장,1001467,우림시장,192957,441202,11620,11620775,201810
39,R,전통시장,1001437,영진시장A동,192550,444547,11560,11560680,201810
40,R,전통시장,1001438,우리시장,191580,444163,11560,11560700,201810
41,R,전통시장,1001439,대림중앙시장,191100,443494,11560,11560710,201810
42,R,전통시장,1001417,구로시장,189861,443289,11530,11530550,201810
43,R,전통시장,1001418,남구로시장,189947,443413,11530,11530550,201810
44,R,전통시장,1001419,가리봉시장,190213,442465,11530,11530595,201810
45,R,전통시장,1001420,고척근린시장,186779,444767,11530,11530730,201810
46,R,전통시장,1001421,개봉중앙시장,187073,443659,11530,11530750,201810
47,R,전통시장,1001422,오류시장,186135,444133,11530,11530770,201810
48,R,전통시장,1001476,풍납시장,210562,448652,11710,11710510,201810
49,R,전통시장,1001477,마천시장,213336,444311,11710,11710550,201810
50,R,전통시장,1001478,방이시장,210212,445747,11710,11710562,201810
51,R,전통시장,1001479,석촌시장,209440,444521,11710,11710600,201810
52,R,전통시장,1001396,목4동시장,188189,448728,11470,11470540,201810
53,R,전통시장,1001397,신영시장,185488,448178,11470,11470560,201810
54,R,전통시장,1001398,월정로시장,185337,448175,11470,11470560,201810
55,R,전통시장,1001447,상도4동도깨비골목시장,194464,444685,11590,11590560,201810
56,R,전통시장,1001448,흑석시장,196759,445314,11590,11590605,201810
57,R,전통시장,1001449,남성사계시장,198305,443198,11590,11590630,201810
58,R,전통시장,1001451,사당시장,197801,442618,11590,11590650,201810
59,R,전통시장,1001468,남부종합시장,198664,443924,11650,11650590,201810
60,R,전통시장,1001469,양재시장,203388,442737,11650,11650651,201810
61,R,전통시장,1001407,등마루시장,187644,450807,11500,11500520,201810
62,R,전통시장,1001408,신월중앙시장,186247,451047,11500,11500535,201810
63,U,관광특구,1001494,종로·청계 관광특구,199768,452273,11110,11110615,201810
64,R,전통시장,1001450,남성역골목시장,197564,442672,11590,11590650,201810
65,U,관광특구,1001495,잠실 관광특구,210191,446339,11710,11710566,201810
66,U,관광특구,1001496,강남 마이스 관광특구,205310,445727,11680,11680580,201810
67,U,관광특구,1001491,이태원 관광특구,199503,448326,11170,11170650,201810
68,U,관광특구,1001492,명동 남대문 북창동 다동 무교동 관광특구,198397,451624,11140,11140520,201810
69,U,관광특구,1001493,동대문패션타운 관광특구,200974,451975,11140,11140590,201810
70,A,골목상권,1000334,삼양로93길,201388,459892,11305,11305660,201810
71,A,골목상권,1000354,덕릉로60길,203646,459682,11320,11320513,201810
72,A,골목상권,1000355,도당로13가길,203280,463008,11320,11320700,201810
73,A,골목상권,1000356,도당로13바길,203102,463080,11320,11320700,201810
74,A,골목상권,1000357,도당로19길,203494,463290,11320,11320690,201810
75,A,골목상권,1000358,도당로29길,203740,463265,11320,11320690,201810
76,A,골목상권,1000364,도봉로156길,204007,463717,11320,11320522,201810
77,A,골목상권,1000365,도봉로169나길,203838,464203,11320,11320521,201810
78,A,골목상권,1000366,도봉로181길,203858,464982,11320,11320521,201810
79,A,골목상권,1000367,도봉산4길,203720,465496,11320,11320521,201810
80,A,골목상권,1000368,도봉산길,203752,465255,11320,11320521,201810
81,A,골목상권,1000039,명동길,198817,451637,11140,11140550,201810
82,A,골목상권,1000040,삼일대로4길,199076,451495,11140,11140605,201810
83,A,골목상권,1000662,독산로50길,192022,440363,11545,11545700,201810
84,A,골목상권,1000835,청림3길,196375,443369,11620,11620545,201810
85,A,골목상권,1000836,행운1길,196158,442491,11620,11620575,201810
86,A,골목상권,1000527,목동중앙북로16길,188840,449444,11470,11470520,201810
87,A,골목상권,1000528,목동중앙북로8길,188032,449704,11470,11470530,201810
88,A,골목상권,1000288,오패산로4길,203498,456030,11290,11290725,201810
89,A,골목상권,1000315,노해로17길,201805,460092,11305,11305630,201810
90,A,골목상권,1000316,노해로23길,201908,460563,11305,11305620,201810
91,A,골목상권,1000106,성덕정17길,205067,448569,11200,11200670,201810
92,A,골목상권,1000107,성덕정길,204245,448832,11200,11200650,201810
93,A,골목상권,1000108,성수이로18길,205291,449157,11200,11200690,201810
94,A,골목상권,1000522,목동로9길,187895,447102,11470,11470650,201810
95,A,골목상권,1000523,목동중앙남로3가길,188036,448820,11470,11470540,201810
96,A,골목상권,1000524,목동중앙로13나길,189467,449522,11470,11470520,201810
97,A,골목상권,1000525,목동중앙로3길,188377,448665,11470,11470540,201810
98,A,골목상권,1000753,사당로29길,198033,442917,11590,11590640,201810
99,A,골목상권,1000842,원신길,193828,440775,11620,11620745,201810
100,A,골목상권,1000843,소담길,194950,442047,11620,11620595,201810
101,A,골목상권,1000658,금하로24길,191896,438755,11545,11545710,201810
102,A,골목상권,1000659,남부순환로112길,190588,442027,11545,11545510,201810
103,A,골목상권,1000660,독산로108길,191809,442246,11545,11545630,201810
104,A,골목상권,1000661,독산로40길,191743,440125,11545,11545700,201810
105,A,골목상권,1000171,답십리로23길,204500,453193,11230,11230560,201810
106,A,골목상권,1000172,답십리로56길,205168,452271,11230,11230610,201810
107,A,골목상권,1000173,답십리로60길,205571,452187,11230,11230610,201810
108,A,골목상권,1000174,답십리로63길,206073,452880,11230,11230660,201810
109,A,골목상권,1000197,장한로26가길,206219,452110,11230,11230660,201810
110,A,골목상권,1000198,장한로26길,206589,452392,11230,11230650,201810
111,A,골목상권,1000199,장한로27가길,206246,452855,11230,11230660,201810
112,A,골목상권,1000200,장한로27길,206133,452645,11230,11230660,201810
113,A,골목상권,1000150,면목로17길,207181,452209,11215,11215760,201810
114,A,골목상권,1000151,아차산로40길,206893,448523,11215,11215820,201810
115,A,골목상권,1000770,여의대방로22길,193326,444183,11590,11590680,201810
116,A,골목상권,1000771,여의대방로22나길,193108,444134,11590,11590680,201810
117,A,골목상권,1000772,여의대방로22카길,193511,444083,11590,11590680,201810
118,A,골목상권,1000773,여의대방로24길,193236,444362,11590,11590660,201810
119,A,골목상권,1000633,구로중앙로19길,190154,443834,11530,11530530,201810
120,A,골목상권,1000872,서초대로4길,198704,442669,11650,11650610,201810
121,A,골목상권,1000873,서초대로64길,201858,443773,11650,11650510,201810
122,A,골목상권,1000176,답십리로68길,206026,452231,11230,11230650,201810
123,A,골목상권,1000177,답십리로69길,206455,452932,11230,11230660,201810
124,A,골목상권,1000178,답십리로72길,206368,452095,11230,11230650,201810
125,A,골목상권,1000179,망우로18가길,205333,454147,11230,11230730,201810
126,A,골목상권,1000180,망우로18길,205444,454342,11230,11230730,201810
127,A,골목상권,1000181,망우로21길,205408,454544,11230,11230720,201810
128,A,골목상권,1000183,무학로45길,202502,453407,11230,11230536,201810
129,A,골목상권,1000184,사가정로13길,205216,453256,11230,11230570,201810
130,A,골목상권,1000185,사가정로23가길,206276,453393,11230,11230660,201810
131,A,골목상권,1000186,사가정로2길,204686,452171,11230,11230600,201810
132,A,골목상권,1000187,서울시립대로16길,204752,453241,11230,11230560,201810
133,A,골목상권,1000188,서울시립대로29길,204831,454038,11230,11230560,201810
134,A,골목상권,1000347,한천로124나길,202735,459832,11305,11305590,201810
135,A,골목상권,1000222,겸재로29길,207615,454450,11260,11260565,201810
136,A,골목상권,1000223,겸재로36길,207613,454133,11260,11260565,201810
137,A,골목상권,1000224,겸재로54길,208069,454179,11260,11260565,201810
138,A,골목상권,1000329,삼양로24길,202070,457533,11305,11305555,201810
139,A,골목상권,1000232,동일로130길,207270,455598,11260,11260600,201810
140,A,골목상권,1000233,동일로139가길,206886,456144,11260,11260610,201810
141,A,골목상권,1000234,동일로139길,206726,455924,11260,11260610,201810
142,A,골목상권,1000634,구로중앙로28길,190089,444510,11530,11530560,201810
143,A,골목상권,1000635,구로중앙로34길,189943,444686,11530,11530560,201810
144,A,골목상권,1000119,왕십리로31길,202492,451577,11200,11200520,201810
145,A,골목상권,1000120,왕십리로6길,204130,449627,11200,11200660,201810
146,A,골목상권,1000121,용답29길,204749,451713,11200,11200790,201810
147,A,골목상권,1000122,용답중앙길,204477,451818,11200,11200790,201810
148,A,골목상권,1000123,장터길,201652,449863,11200,11200615,201810
149,A,골목상권,1000182,무학로16길,202834,452408,11230,11230536,201810
150,A,골목상권,1000341,오패산로52길,202853,458457,11305,11305545,201810
151,A,골목상권,1000226,공릉로2길,206996,456904,11260,11260620,201810
152,A,골목상권,1000227,답십리로75길,207204,452767,11260,11260540,201810
153,A,골목상권,1000248,면목로78길,207920,454655,11260,11260565,201810
154,A,골목상권,1000249,봉우재로33길,207767,454992,11260,11260590,201810
155,A,골목상권,1000251,봉화산로4길,206681,455576,11260,11260610,201810
156,A,골목상권,1000252,봉화산로56길,208607,456214,11260,11260680,201810
157,A,골목상권,1000253,사가정로42길,207311,453266,11260,11260570,201810
158,A,골목상권,1000254,사가정로54길,207819,453287,11260,11260570,201810
159,A,골목상권,1000255,신내로7가길,208265,455850,11260,11260580,201810
160,A,골목상권,1000363,도봉로152가길,204030,463980,11320,11320522,201810
161,A,골목상권,1000235,동일로140길,207101,456129,11260,11260600,201810
162,A,골목상권,1000236,동일로149길,206604,456360,11260,11260630,201810
163,A,골목상권,1000237,동일로157길,206799,456722,11260,11260630,201810
164,A,골목상권,1000654,가산로3길,190319,441336,11545,11545610,201810
165,A,골목상권,1000655,가산로5길,190469,441534,11545,11545510,201810
166,A,골목상권,1000656,금하로14길,191534,439128,11545,11545670,201810
167,A,골목상권,1000657,금하로1길,190347,439316,11545,11545610,201810
168,A,골목상권,1000124,청계천로10나길,203136,452343,11200,11200540,201810
169,A,골목상권,1000077,한강대로104길,197724,450094,11170,11170530,201810
170,A,골목상권,1000078,한강대로15길,196765,447406,11170,11170625,201810
171,A,골목상권,1000102,사근동길,204047,451232,11200,11200550,201810
172,A,골목상권,1000103,상원12길,204285,450113,11200,11200660,201810
173,A,골목상권,1000104,상원길,204393,449867,11200,11200660,201810
174,A,골목상권,1000105,서울숲2길,203753,449720,11200,11200660,201810
175,A,골목상권,1000250,봉화산로30길,207515,455643,11260,11260600,201810
176,A,골목상권,1000936,학동로38길,203031,445928,11680,11680531,201810
177,A,골목상권,1000609,개봉로11길,187053,443199,11530,11530760,201810
178,A,골목상권,1000610,개봉로17길,186997,443575,11530,11530750,201810
179,A,골목상권,1000505,토정로37길,194987,449132,11440,11440590,201810
180,A,골목상권,1000506,효창원로93길,196541,449810,11440,11440565,201810
181,A,골목상권,1000974,동남로65길,213662,449838,11740,11740540,201810
182,A,골목상권,1000739,동작대로17길,198180,442665,11590,11590620,201810
183,A,골목상권,1000740,동작대로29길,198068,443238,11590,11590630,201810
184,A,골목상권,1000741,동작대로33길,198293,443401,11590,11590630,201810
185,A,골목상권,1000742,동작대로35길,198178,443634,11590,11590630,201810
186,A,골목상권,1000743,동작대로7길,198094,442115,11590,11590620,201810
187,A,골목상권,1000744,등용로14길,194160,445804,11590,11590660,201810
188,A,골목상권,1000844,강남대로23길,203266,441814,11650,11650651,201810
189,A,골목상권,1000712,선유서로25길,189724,447217,11560,11560610,201810
190,A,골목상권,1000511,곰달래로5길,185128,448354,11470,11470560,201810
191,A,골목상권,1000512,남부순환로33길,185053,448734,11470,11470600,201810
192,A,골목상권,1000513,남부순환로40길,184750,448289,11470,11470580,201810
193,A,골목상권,1000514,남부순환로58길,185016,447913,11470,11470580,201810
194,A,골목상권,1000515,남부순환로70길,185379,447089,11470,11470611,201810
195,A,골목상권,1000516,남부순환로79길,186002,446310,11470,11470610,201810
196,A,골목상권,1000922,삼성로69길,205046,444655,11680,11680630,201810
197,A,골목상권,1000923,삼성로75길,204955,444857,11680,11680630,201810
198,A,골목상권,1000924,선릉로121길,203620,446019,11680,11680531,201810
199,A,골목상권,1000925,선릉로132길,203891,446585,11680,11680565,201810
200,A,골목상권,1000926,선릉로133길,203370,446517,11680,11680531,201810
201,A,골목상권,1000927,선릉로146길,203869,447005,11680,11680565,201810
202,A,골목상권,1000597,양천로73가길,188942,450129,11500,11500510,201810
203,A,골목상권,1000799,남부순환로234길,196264,442001,11620,11620585,201810
204,A,골목상권,1000471,마포대로12길,195997,449761,11440,11440555,201810
205,A,골목상권,1000472,마포대로20길,196235,450199,11440,11440565,201810
206,A,골목상권,1001006,천호대로197길,213036,448741,11740,11740685,201810
207,A,골목상권,1001007,천호대로219길,215174,449783,11740,11740520,201810
208,A,골목상권,1001008,천호옛14길,211019,448522,11740,11740650,201810
209,A,골목상권,1001009,천호옛길,210925,448274,11740,11740650,201810
210,A,골목상권,1001010,풍성로37가길,211344,448150,11740,11740650,201810
211,A,골목상권,1000787,국회단지길,194799,443257,11620,11620605,201810
212,A,골목상권,1000543,중앙로32길,187716,446860,11470,11470620,201810
213,A,골목상권,1000564,강서로5나길,186043,447684,11500,11500540,201810
214,A,골목상권,1000565,강서로5라길,187131,447833,11500,11500550,201810
215,A,골목상권,1000566,강서로8길,186765,447804,11500,11500593,201810
216,A,골목상권,1000567,개화동로23길,183098,451858,11500,11500640,201810
217,A,골목상권,1000568,개화동로25길,183066,451638,11500,11500640,201810
218,A,골목상권,1000569,곰달래로25길,186628,448078,11500,11500593,201810
219,A,골목상권,1000730,영등포로80길,192927,445842,11560,11560630,201810
220,A,골목상권,1000794,난향길,192647,440383,11620,11620715,201810
221,A,골목상권,1000795,남부순환로142길,192308,442314,11620,11620765,201810
222,A,골목상권,1000796,남부순환로151길,192562,442683,11620,11620685,201810
223,A,골목상권,1000797,남부순환로161길,192893,442738,11620,11620685,201810
224,A,골목상권,1000798,남부순환로172길,193051,442557,11620,11620765,201810
225,A,골목상권,1000955,송이로23길,211137,444095,11710,11710632,201810
226,A,골목상권,1000782,관악로28길,196335,442839,11620,11620575,201810
227,A,골목상권,1000783,관악로30길,196370,443003,11620,11620545,201810
228,A,골목상권,1000784,관천로15길,192940,443098,11620,11620685,201810
229,A,골목상권,1000785,관천로22길,193335,443245,11620,11620695,201810
230,A,골목상권,1000889,개포로17길,204153,442310,11680,11680690,201810
231,A,골목상권,1000890,개포로20길,204200,441960,11680,11680690,201810
232,A,골목상권,1000747,사당로16가길,197390,442623,11590,11590650,201810
233,A,골목상권,1000442,세무서길,195272,454553,11410,11410640,201810
234,A,골목상권,1000959,양재대로62길,210459,444298,11710,11710620,201810
235,A,골목상권,1000960,양재대로64길,210795,444415,11710,11710620,201810
236,A,골목상권,1000961,양재대로71길,211100,445686,11710,11710561,201810
237,A,골목상권,1000962,양재대로72길,211372,445564,11710,11710570,201810
238,A,골목상권,1000963,오금로11길,209869,445934,11710,11710562,201810
239,A,골목상권,1000964,오금로36길,211055,444694,11710,11710620,201810
240,A,골목상권,1000665,독산로78다길,191538,441200,11545,11545640,201810
241,A,골목상권,1000941,동남로20길,211940,444113,11710,11710632,201810
242,A,골목상권,1000942,마천로51길,213425,444164,11710,11710550,201810
243,A,골목상권,1000943,백제고분로21길,208028,445132,11710,11710610,201810
244,A,골목상권,1000944,백제고분로22길,207808,444738,11710,11710610,201810
245,A,골목상권,1000945,백제고분로31길,208405,445049,11710,11710610,201810
246,A,골목상권,1000946,백제고분로32길,208348,444545,11710,11710610,201810
247,A,골목상권,1000956,송이로32길,211210,443244,11710,11710641,201810
248,A,골목상권,1000957,송이로36길,211090,442733,11710,11710641,201810
249,A,골목상권,1000958,송파대로30길,210647,444070,11710,11710620,201810
250,A,골목상권,1000467,동교로19길,192667,450953,11440,11440660,201810
251,A,골목상권,1000468,동교로25길,192902,451050,11440,11440710,201810
252,A,골목상권,1000469,동교로27길,193035,451240,11440,11440710,201810
253,A,골목상권,1000591,양천로14길,183157,452411,11500,11500640,201810
254,A,골목상권,1000748,사당로16길,197527,442377,11590,11590650,201810
255,A,골목상권,1000749,사당로20길,197850,442412,11590,11590620,201810
256,A,골목상권,1000750,사당로23길,197581,443283,11590,11590640,201810
257,A,골목상권,1000751,사당로23나길,197805,443066,11590,11590640,201810
258,A,골목상권,1000852,논현로27길,203639,442154,11650,11650651,201810
259,A,골목상권,1000931,영동대로112길,205550,446240,11680,11680580,201810
260,A,골목상권,1000932,영동대로65길,205514,444803,11680,11680610,201810
261,A,골목상권,1000933,일원로3길,207450,443715,11680,11680730,201810
262,A,골목상권,1000978,상암로14길,211333,449828,11740,11740610,201810
263,A,골목상권,1000979,상암로4길,211110,449881,11740,11740610,201810
264,A,골목상권,1000980,상암로51길,212852,449830,11740,11740530,201810
265,A,골목상권,1000981,상암로5길,211293,450372,11740,11740580,201810
266,A,골목상권,1000982,상일로5길,215098,450000,11740,11740520,201810
267,A,골목상권,1000983,성내로5길,210895,447994,11740,11740640,201810
268,A,골목상권,1000697,대림로7길,191513,443304,11560,11560710,201810
269,A,골목상권,1000698,대림로8길,191683,443538,11560,11560700,201810
270,A,골목상권,1000603,화곡로13길,185246,449129,11470,11470600,201810
271,A,골목상권,1000488,신촌로12길,194009,450587,11440,11440660,201810
272,A,골목상권,1000489,신촌로28가길,195600,450714,11440,11440555,201810
273,A,골목상권,1000490,신촌로30길,195795,450772,11440,11440555,201810
274,A,골목상권,1000491,양화로11길,192551,450322,11440,11440660,201810
275,A,골목상권,1000507,가로공원로58길,184569,448191,11470,11470580,201810
276,A,골목상권,1000508,곰달래로10길,185688,447628,11470,11470560,201810
277,A,골목상권,1000509,곰달래로2길,185423,447601,11470,11470560,201810
278,A,골목상권,1000592,양천로24가길,183536,452547,11500,11500630,201810
279,A,골목상권,1000593,양천로24길,183681,452312,11500,11500630,201810
280,A,골목상권,1000594,양천로26길,184315,452508,11500,11500630,201810
281,A,골목상권,1000595,양천로49길,185888,452396,11500,11500603,201810
282,A,골목상권,1000596,양천로71길,188799,450433,11500,11500510,201810
283,A,골목상권,1000921,삼성로64길,205588,444598,11680,11680610,201810
284,A,골목상권,1000934,일원로9길,207475,443459,11680,11680730,201810
285,A,골목상권,1000935,테헤란로81길,205020,445683,11680,11680580,201810
286,A,골목상권,1000968,고덕로10길,211439,450373,11740,11740570,201810
287,A,골목상권,1000969,고덕로25길,211909,450673,11740,11740590,201810
288,A,골목상권,1000970,고덕로61길,213394,451131,11740,11740550,201810
289,A,골목상권,1000971,구천면로36길,211836,449238,11740,11740600,201810
290,A,골목상권,1000972,구천면로41길,211648,449735,11740,11740610,201810
291,A,골목상권,1000973,구천면로42길,212057,449496,11740,11740600,201810
292,A,골목상권,1000718,신길로60길,192338,445958,11560,11560515,201810
293,A,골목상권,1000719,양평로19길,190719,448482,11560,11560620,201810
294,A,골목상권,1000720,양평로22라길,190659,448917,11560,11560620,201810
295,A,골목상권,1000721,양평로28길,190340,449134,11560,11560620,201810
296,A,골목상권,1000722,여의대방로35길,192810,444683,11560,11560680,201810
297,A,골목상권,1000723,여의대방로39길,192965,444877,11560,11560690,201810
298,A,골목상권,1000476,망원로2길,191420,450586,11440,11440690,201810
299,A,골목상권,1000477,매봉산로2길,190779,453068,11440,11440740,201810
300,A,골목상권,1000880,효령로23길,199386,442601,11650,11650600,201810
301,A,골목상권,1000881,효령로31길,199481,442807,11650,11650600,201810
302,A,골목상권,1000882,효령로34길,200005,442281,11650,11650620,201810
303,A,골목상권,1000883,효령로72길,202419,443033,11650,11650520,201810
304,A,골목상권,1000884,방배중앙로21길,198640,443594,11650,11650590,201810
305,A,골목상권,1000879,청두곶길,198727,442224,11650,11650610,201810
306,A,골목상권,1000885,서초중앙로8길,201756,443113,11650,11650510,201810
307,A,골목상권,1000704,도신로29길,191637,445568,11560,11560585,201810
308,A,골목상권,1000510,곰달래로3길,185250,448003,11470,11470560,201810
309,A,골목상권,1000999,진황도로27길,211820,448858,11740,11740620,201810
310,A,골목상권,1000681,시흥대로84길,191351,440191,11545,11545620,201810
311,A,골목상권,1000682,시흥대로94길,191168,440519,11545,11545620,201810
312,A,골목상권,1000895,논현로10길,204379,441746,11680,11680690,201810
313,A,골목상권,1000896,논현로115길,202756,445423,11680,11680521,201810
314,A,골목상권,1000897,논현로123길,202517,445695,11680,11680521,201810
315,A,골목상권,1000473,마포대로4길,195304,448698,11440,11440585,201810
316,A,골목상권,1000474,만리재옛길,196261,449920,11440,11440565,201810
317,A,골목상권,1000475,망원로11길,191657,451110,11440,11440700,201810
318,A,골목상권,1000786,구암길,195310,443441,11620,11620565,201810
319,A,골목상권,1000904,도곡로37길,203820,443975,11680,11680650,201810
320,A,골목상권,1000905,도산대로15길,202155,446791,11680,11680510,201810
321,A,골목상권,1000598,우장산로6길,185767,450403,11500,11500615,201810
322,A,골목상권,1000599,월정로20길,185919,447797,11500,11500540,201810
323,A,골목상권,1000600,초록마을로3길,186474,449664,11500,11500590,201810
324,A,골목상권,1000601,초록마을로8길,186651,449043,11500,11500590,201810
325,A,골목상권,1000602,초원로16길,183651,451789,11500,11500630,201810
326,A,골목상권,1000703,도신로15길,191005,445351,11560,11560585,201810
327,A,골목상권,1000580,공항대로8길,183401,451078,11500,11500620,201810
328,A,골목상권,1000641,도림로6길,190037,442804,11530,11530595,201810
329,A,골목상권,1000669,범안로17길,190561,441004,11545,11545610,201810
330,A,골목상권,1000670,벚꽃로56길,189678,442649,11545,11545510,201810
331,A,골목상권,1000671,시흥대로120길,191219,441029,11545,11545640,201810
332,A,골목상권,1000672,시흥대로138길,191076,441470,11545,11545630,201810
333,A,골목상권,1000673,시흥대로141길,190913,441735,11545,11545610,201810
334,A,골목상권,1000667,문성로5길,191643,442070,11545,11545630,201810
335,A,골목상권,1000668,범안로11길,190297,441021,11545,11545610,201810
336,A,골목상권,1000800,남부순환로248길,197131,441694,11620,11620625,201810
337,A,골목상권,1000920,삼성로63길,205112,444433,11680,11680630,201810
338,A,골목상권,1000438,모래내로15길,192763,452607,11410,11410690,201810
339,A,골목상권,1000439,북아현로4길,196323,451187,11410,11410555,201810
340,A,골목상권,1000440,세검정로1길,195108,454889,11410,11410660,201810
341,A,골목상권,1000441,세무서2길,195317,454260,11410,11410655,201810
342,A,골목상권,1000906,도산대로23길,202278,446837,11680,11680510,201810
343,A,골목상권,1000907,도산대로30길,202665,446497,11680,11680531,201810
344,A,골목상권,1000908,도산대로38길,202845,446549,11680,11680531,201810
345,A,골목상권,1000909,도산대로50길,203361,446719,11680,11680531,201810
346,A,골목상권,1000910,도산대로81길,204182,447512,11680,11680565,201810
347,A,골목상권,1000853,동광로12길,198733,443281,11650,11650621,201810
348,A,골목상권,1000891,개포로28길,204396,442049,11680,11680690,201810
349,A,골목상권,1000892,개포로82길,205991,443270,11680,11680670,201810
350,A,골목상권,1000965,오금로46길,211801,443812,11710,11710632,201810
351,A,골목상권,1000966,풍성로25길,210670,448428,11710,11710510,201810
352,A,골목상권,1000443,수색로8길,191662,453057,11410,11410710,201810
353,A,골목상권,1000444,신촌로37길,196333,450988,11410,11410555,201810
354,A,골목상권,1000445,연희로10길,193999,451698,11410,11410615,201810
355,A,골목상권,1000446,응암로1길,192033,453542,11410,11410720,201810
356,A,골목상권,1000447,증가로10길,193353,453267,11410,11410700,201810
357,A,골목상권,1000898,논현로139길,202439,446318,11680,11680521,201810
358,A,골목상권,1000666,독산로85길,191367,441472,11545,11545630,201810
359,A,골목상권,1000544,중앙로36길,187390,446684,11470,11470620,201810
360,A,골목상권,1000545,중앙로45길,186807,446831,11470,11470640,201810
361,A,골목상권,1000546,중앙로47길,186806,446520,11470,11470640,201810
362,A,골목상권,1000547,중앙로51길,186317,447176,11470,11470570,201810
363,A,골목상권,1000548,중앙로55길,186363,447389,11470,11470570,201810
364,A,골목상권,1000470,동교로38길,193434,451319,11440,11440710,201810
365,A,골목상권,1000435,가재울로6길,193211,452911,11410,11410700,201810
366,A,골목상권,1000436,독립문로8길,196470,451950,11410,11410520,201810
367,A,골목상권,1000437,명지대길,193274,453695,11410,11410700,201810
368,A,골목상권,1000975,동남로82길,214367,451288,11740,11740560,201810
369,A,골목상권,1000976,동남로85길,213662,451291,11740,11740550,201810
370,A,골목상권,1000977,명일로13길,212671,448210,11740,11740700,201810
371,A,골목상권,1000893,남부순환로365길,203498,443086,11680,11680655,201810
372,A,골목상권,1000570,곰달래로31길,186879,448134,11500,11500550,201810
373,A,골목상권,1000571,곰달래로47길,187213,448415,11500,11500550,201810
374,A,골목상권,1000572,곰달래로53길,187400,448494,11500,11500570,201810
375,A,골목상권,1000573,곰달래로60길,187833,447942,11500,11500570,201810
376,A,골목상권,1000611,개봉로17다길,186990,443807,11530,11530750,201810
377,A,골목상권,1000612,개봉로1길,186958,442633,11530,11530760,201810
378,A,골목상권,1000699,도림로112길,191388,445514,11560,11560585,201810
379,A,골목상권,1000894,논현로106길,203252,445203,11680,11680640,201810
380,A,골목상권,1000700,도림로147길,190280,446208,11560,11560605,201810
381,A,골목상권,1000701,도림로63길,191418,444432,11560,11560670,201810
382,A,골목상권,1000702,도림천로21길,191318,443127,11560,11560710,201810
383,A,골목상권,1000793,난우길,192704,441873,11620,11620765,201810
384,A,골목상권,1000984,성안로3길,211154,447500,11740,11740640,201810
385,A,골목상권,1000845,강남대로34길,203466,442641,11650,11650651,201810
386,A,골목상권,1000517,남부순환로88길,185715,445858,11470,11470640,201810
